FSR0,FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,LEAN
590,511,167,270,11,0,19,0,4
590,512,165,272,9,0,19,0,4
591,514,167,275,9,0,17,0,4
591,515,168,276,10,0,18,0,4
592,515,168,276,10,0,19,0,4
591,515,168,276,11,0,21,0,4
591,515,166,277,10,0,19,0,4
592,516,168,277,11,0,19,1,4
593,517,169,280,11,0,18,0,4
593,518,170,280,10,0,18,0,4
592,518,169,280,11,0,18,0,4
592,518,170,280,11,0,19,1,4
592,518,160,280,9,0,19,0,4
592,519,164,280,10,0,18,1,4
592,519,167,282,10,6,18,0,4
592,519,167,282,10,6,19,0,4
593,527,168,282,10,7,18,0,4
593,519,168,283,10,6,18,0,4
593,520,169,283,11,6,18,0,4
594,521,170,283,10,6,18,0,4
594,521,170,284,10,6,19,0,4
594,521,170,285,10,5,18,0,4
594,522,171,285,10,5,18,0,4
594,522,171,285,10,5,18,0,4
595,522,172,286,10,4,18,0,4
595,522,172,286,11,5,17,0,4
594,523,173,286,10,6,18,0,4
599,524,170,286,11,6,16,0,4
594,523,172,285,10,0,18,0,4
595,523,173,286,11,6,17,0,4
596,524,172,285,11,6,18,0,4
594,523,174,285,12,7,18,2,4
597,522,173,276,5,6,11,0,4
597,524,174,272,6,0,17,0,4
598,522,174,275,7,2,13,0,4
597,522,175,277,5,0,12,0,4
599,523,176,279,5,1,10,0,4
598,523,176,280,5,0,11,0,4
597,520,175,281,7,0,17,1,4
597,524,174,283,5,1,13,0,4
598,520,172,285,6,0,16,0,4
597,518,174,286,6,2,16,0,4
597,517,171,285,7,1,17,0,4
598,518,173,287,8,1,16,0,4
598,519,175,288,8,2,17,0,4
598,519,175,288,8,1,17,0,4
598,519,174,289,8,1,17,1,4
598,519,175,289,9,1,17,0,4
